,review title,job title,job location,date,description,pros,cons
411,Has been a great experience.,Superintendent MME Fleet Maintenance Open Pit,Oyu Tolgoi Mongolia,"April 7, 2015","I am currently a HME/MME Maintenance Superintendent in Mongolia and my whole goal is knowledge transfer to the Mongolian Nationals. To share best maintenance practices, diciplines and a safe working culture are all in a days work. I have learned a tremendous amount about the Mongolian Culture and how much we need to teach them both in Mining and in Life so they do not repeat the same fatal mistakes we have made in the western 1st world especially when it comes to safety. I work with a great team of Expats from all over the world as we all share our prior mining and life experiences with the Mongolians. The hardest part of the job is convincing the locals that wearing seat belts will save lives, using your harness and lanyard when working at heights will save your life and so on. The locals still live in a culture where the children are still standing on moms lap in the front seat of their car and workers are still walking accross steel beams 100-feet off the ground with no fall protection. The most enjoyable part is watching how far the teams have grown in such a short amount of time but have much further to go.",Nice camp accmodations at site.,Fixed term contracts!
412,Rio Tinto,DBA,OUT,"April 6, 2015",I am working with Rio Tinto since June 2013. Excellent working environment. Full support from management. It is an excellent place to work. i spent very good time here with my colleagues.,#VALUE!,#VALUE!
413,Safe and Diverse Workplace,SUPERVISOR MEM PROJECTS AND OVERHAULS,Pilbara,"April 5, 2015","Rewarding with improving reliability and overhauls. Some great people to work with.Best part was getting to work with a variety of machines and people from engineering, planning and mining.",The roster,"iron ore price drop, cut backs leading to redundancy"
414,Amazing!,Mining engineer,WA,"April 1, 2015","A great company to work in, amazing people and outstanding professionals. I would recommend it to anyone. It is definitely a company that dreams big and is always pushing for innovation and new technologies.",#VALUE!,#VALUE!
415,Emergency Management Officer/Medic,Emergency Management Officer/Medic,"Brockman, WA","April 1, 2015","2/1 Roster Day/Night Shift Work Emergency response to sick/injuries. Daily Drug & Alcohol Testing on site. Manning Medical Centre on site and at Village/Camp. Audits to Medical Centre,Ambulance,Response Vehicles. First Aid Training on site and Training the Emergency Response Teams on site. Transporting Patients to local Hospital when required. Keeping Medical Records up to date. Reporting to Mine Managers, Health & Safety Superintendent, Emergency Management Advisor.",Great people on site and camp,N/a
416,Great Company sorry to leave,Planning and Strategy,"Pilbara, WA","March 30, 2015",In the growth phase of the supply chain upgrades. Putting together the jig-saw puzzle and watching the end result. Rio has willing workers and enjoy being involved in business improvement projects.,International company lots of opportuntities for personal growth,Complex political games
417,productive work unsupervised and supervision and training of staff,trainer assesor,brockman namuldi,"March 29, 2015",daily supervision of staff also training and assessing all staff.also drilling if required.most enjoyable part of my day is when I know I can meet production targets and get past almost every hurdle put in my way saftely for the shift and everyone goes home the way they come to work...,#VALUE!,#VALUE!
418,in change,Santa Advisor stay © © © curita environment,QuÃ©bec,"March 28, 2015",This is a world-class company © gÃ © Result primarily by shareholders. There are vÃ © hiculÃ © s good crops and the staff is very professional. Only the PRA © Carita of the contract © © © Ã © created a feeling of uncertainty in several spheres of business.,#VALUE!,#VALUE!
419,Perception is reality,Saleryied Employee,Kennecott,"March 23, 2015",Long days at work and you felt like you had to sneak out the door unless you was one of the cool kids. Superintendents were just a bunch of warlords and would fight among themselves.,Free lunches,High stress
421,Rio Tinto good place to work,Senior Civil Supervisor,Lime,"March 19, 2015",I worked in Rio Tinto.Nice experience working in a huge company.Till that the dropped in the cooper price.In Rio Tinto was a reduction. I was affected and 100 persons.,Good company,none
422,"Good safety culture, career path promoted.",MAINTENANCE FITTER,Nhulunbuy N.T,"March 17, 2015","My daily tasks were inspection, maintenance, and repair of fixed plant equipment and that covered, conveyor systems, crushing, mills, screens (wet and dry), chutes, reclaiming, stacking, and train loading. the work involved shutdowns team supervision, and critical plant equipment changeout. I had to utilize my skills in diagnosis/ fault finding, rebuilds (gearboxes etc.) to installation and line-ups. my skill set also involved being computer literate in; S.A.P, Mimms, Ellipse, Linkone, and proficient in Microsoft. I enjoyed working in a team or Autonomously.","Job Variaty, work balance",Remote Location
